Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
1950	Moland House	Bucks	1947	10	21	Roadside	1641 Old York Rd., Hartsville	Gen. Washington's headquarters Aug. 10-23, 1777, during the Neshaminy encampment of 11,000 troops.  Here, the Marquis de Lafayette functioned for the first time as Major General at the Council of War on Aug. 21, and Count Casimir Pulaski of Poland met Washington for the first time.  An experienced military commander, Pulaski was later appointed Brigadier General of mounted troops and is remembered as the Father of the American Cavalry.		-75.0926	40.236	George Washington	2	(40.236, -75.0926)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Professions & Vocations	6	(40.3564, -74.9875)
1950	Moland House	Bucks	1947	10	21	Roadside	1641 Old York Rd., Hartsville	Gen. Washington's headquarters Aug. 10-23, 1777, during the Neshaminy encampment of 11,000 troops.  Here, the Marquis de Lafayette functioned for the first time as Major General at the Council of War on Aug. 21, and Count Casimir Pulaski of Poland met Washington for the first time.  An experienced military commander, Pulaski was later appointed Brigadier General of mounted troops and is remembered as the Father of the American Cavalry.		-75.0926	40.236	Military	3	(40.236, -75.0926)
1951	Edward Hicks (1780-1849)	Bucks	1997	9	6	City	122 Penn St. (at Congress St.), Newtown	Famed primitive artist. His subjects included farmscapes & Biblical scenes; he painted more than fifty versions of The Peaceable Kingdom, based on a prophecy of Isaiah. Also a coach & sign painter; a Quaker preacher. Lived here on Penn Street, 1821-49.		-74.9348	40.2264	Artists	1	(40.2264, -74.9348)
1952	Historic Fallsington	Bucks	1961	6	3	Roadside	Business US 1 at SR 2020 (Tyburn Rd.)	One of the places first settled in Pennsylvania, this village has retained a great many of the fine houses of its provincial period. The Friends Meeting organized in 1683 was attended by William Penn in 1701. The original building of 1692 stood near the site of the present Friends Meetinghouse.	Missing			Early Settlement	1	
1952	Historic Fallsington	Bucks	1961	6	3	Roadside	Business US 1 at SR 2020 (Tyburn Rd.)	One of the places first settled in Pennsylvania, this village has retained a great many of the fine houses of its provincial period. The Friends Meeting organized in 1683 was attended by William Penn in 1701. The original building of 1692 stood near the site of the present Friends Meetinghouse.	Missing			Government & Politics	2	
1952	Historic Fallsington	Bucks	1961	6	3	Roadside	Business US 1 at SR 2020 (Tyburn Rd.)	One of the places first settled in Pennsylvania, this village has retained a great many of the fine houses of its provincial period. The Friends Meeting organized in 1683 was attended by William Penn in 1701. The original building of 1692 stood near the site of the present Friends Meetinghouse.	Missing			Government & Politics 17th Century	3	
1952	Historic Fallsington	Bucks	1961	6	3	Roadside	Business US 1 at SR 2020 (Tyburn Rd.)	One of the places first settled in Pennsylvania, this village has retained a great many of the fine houses of its provincial period. The Friends Meeting organized in 1683 was attended by William Penn in 1701. The original building of 1692 stood near the site of the present Friends Meetinghouse.	Missing			Religion	4	
1952	Historic Fallsington	Bucks	1961	6	3	Roadside	Business US 1 at SR 2020 (Tyburn Rd.)	One of the places first settled in Pennsylvania, this village has retained a great many of the fine houses of its provincial period. The Friends Meeting organized in 1683 was attended by William Penn in 1701. The original building of 1692 stood near the site of the present Friends Meetinghouse.	Missing			William Penn	5	
1953	Honey Hollow Watershed	Bucks	1997	9	20	Roadside	Upper York Rd. (Rt. 263) 1/4 mi. S of Creamery Rd., Solebury Twp.	A 700-acre watershed, managed for agriculture; first in the nation to show that cooperative action, with federal technical assistance, can shape land use. Conservation area here was formed in 1939 by six farms on Honey Hollow Creek, supported by the U.S. Soil Conservation Service, to protect soil, water, and wildlife. A prototype for thousands of watersheds across the nation; named a National Historic Landmark in 1969.		-75.0163	40.3728	Agriculture	1	(40.3728, -75.0163)
1953	Honey Hollow Watershed	Bucks	1997	9	20	Roadside	Upper York Rd. (Rt. 263) 1/4 mi. S of Creamery Rd., Solebury Twp.	A 700-acre watershed, managed for agriculture; first in the nation to show that cooperative action, with federal technical assistance, can shape land use. Conservation area here was formed in 1939 by six farms on Honey Hollow Creek, supported by the U.S. Soil Conservation Service, to protect soil, water, and wildlife. A prototype for thousands of watersheds across the nation; named a National Historic Landmark in 1969.		-75.0163	40.3728	Environment	2	(40.3728, -75.0163)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Business & Industry	1	(40.3564, -74.9875)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Canals	2	(40.3564, -74.9875)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Coal	3	(40.3564, -74.9875)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Government & Politics	4	(40.3564, -74.9875)
1954	Samuel D. Ingham	Bucks	1947	10	21	Roadside	Lower York Rd. (US 202) E of Silver Tail Ln., 1.5 miles W of New Hope	Statesman, industrialist, born here, Sept. 16, 1779. Secretary Treasury, 1829-1831, under Jackson, and holder of other State and National offices. Active in the early anthracite coal industry; canal advocate.		-74.9875	40.3564	Government & Politics 18th Century	5	(40.3564, -74.9875)
1955	Levittown	Bucks	1992	11	28	Roadside	Levittown Pkwy. near Rt. 13, near front of St. Michael’s Church grade school, Levittown	This fully planned, six-home style residential community was conceived by the builder, William J. Levitt. The first family moved in, June 23, 1952. When completed in 1957, Levittown contained 17,311 homes on 5,750 acres, designed for a population of 70,000. It expanded on the pattern set by Levittown, N.Y. (built 1947-51) and was a landmark in the development of suburban housing in the United States.		-74.8183	40.1414	Buildings & Architecture	1	(40.1414, -74.8183)
1955	Levittown	Bucks	1992	11	28	Roadside	Levittown Pkwy. near Rt. 13, near front of St. Michael’s Church grade school, Levittown	This fully planned, six-home style residential community was conceived by the builder, William J. Levitt. The first family moved in, June 23, 1952. When completed in 1957, Levittown contained 17,311 homes on 5,750 acres, designed for a population of 70,000. It expanded on the pattern set by Levittown, N.Y. (built 1947-51) and was a landmark in the development of suburban housing in the United States.		-74.8183	40.1414	Business & Industry	2	(40.1414, -74.8183)
1955	Levittown	Bucks	1992	11	28	Roadside	Levittown Pkwy. near Rt. 13, near front of St. Michael’s Church grade school, Levittown	This fully planned, six-home style residential community was conceived by the builder, William J. Levitt. The first family moved in, June 23, 1952. When completed in 1957, Levittown contained 17,311 homes on 5,750 acres, designed for a population of 70,000. It expanded on the pattern set by Levittown, N.Y. (built 1947-51) and was a landmark in the development of suburban housing in the United States.		-74.8183	40.1414	Cities & Towns	3	(40.1414, -74.8183)
1956	Abraham Lincoln	Bucks	1991			City	Pond St., between Grundy Tower Dr. and Beaver St., Bristol, back from road near fence	On Feb. 21, 1861, the train carrying the President-elect from Springfield, Ill., to his Inauguration in Washington, D.C., stopped briefly near this point. Mr. Lincoln appeared on the rear platform and spoke to the assembled crowd, estimated at more than a thousand people.		-74.857	40.0982	Abraham Lincoln	1	(40.0982, -74.857)
1956	Abraham Lincoln	Bucks	1991			City	Pond St., between Grundy Tower Dr. and Beaver St., Bristol, back from road near fence	On Feb. 21, 1861, the train carrying the President-elect from Springfield, Ill., to his Inauguration in Washington, D.C., stopped briefly near this point. Mr. Lincoln appeared on the rear platform and spoke to the assembled crowd, estimated at more than a thousand people.		-74.857	40.0982	Government & Politics	2	(40.0982, -74.857)
1956	Abraham Lincoln	Bucks	1991			City	Pond St., between Grundy Tower Dr. and Beaver St., Bristol, back from road near fence	On Feb. 21, 1861, the train carrying the President-elect from Springfield, Ill., to his Inauguration in Washington, D.C., stopped briefly near this point. Mr. Lincoln appeared on the rear platform and spoke to the assembled crowd, estimated at more than a thousand people.		-74.857	40.0982	Government & Politics 19th Century	3	(40.0982, -74.857)
1957	Margaret Mead (1901-1978)	Bucks	1996	6	22	City	225 W. Court St., at S West St., Doylestown	The world-renowned anthropologist and writer lived in this house and graduated in 1918 from Doylestown High School. Among her most famous works are Coming of Age in Samoa (1928) and Male and Female (1949).		-75.1351	40.3068	Science & Medicine	1	(40.3068, -75.1351)
1957	Margaret Mead (1901-1978)	Bucks	1996	6	22	City	225 W. Court St., at S West St., Doylestown	The world-renowned anthropologist and writer lived in this house and graduated in 1918 from Doylestown High School. Among her most famous works are Coming of Age in Samoa (1928) and Male and Female (1949).		-75.1351	40.3068	Women	2	(40.3068, -75.1351)
1957	Margaret Mead (1901-1978)	Bucks	1996	6	22	City	225 W. Court St., at S West St., Doylestown	The world-renowned anthropologist and writer lived in this house and graduated in 1918 from Doylestown High School. Among her most famous works are Coming of Age in Samoa (1928) and Male and Female (1949).		-75.1351	40.3068	Writers	3	(40.3068, -75.1351)
1958	Pennsbury	Bucks	1948			Roadside	At site, 400 Pennsbury Meml. Ln., E of Tullytown	William Penn's country home in Pennsylvania, built 1683-1700.Administered by the Pennsylvania Historical and Museum Commission.		-74.7708	40.1359	Government & Politics	1	(40.1359, -74.7708)
1958	Pennsbury	Bucks	1948			Roadside	At site, 400 Pennsbury Meml. Ln., E of Tullytown	William Penn's country home in Pennsylvania, built 1683-1700.Administered by the Pennsylvania Historical and Museum Commission.		-74.7708	40.1359	Government & Politics 17th Century	2	(40.1359, -74.7708)
1958	Pennsbury	Bucks	1948			Roadside	At site, 400 Pennsbury Meml. Ln., E of Tullytown	William Penn's country home in Pennsylvania, built 1683-1700.Administered by the Pennsylvania Historical and Museum Commission.		-74.7708	40.1359	William Penn	3	(40.1359, -74.7708)
1959	Pennsbury Manor	Bucks	1951	10	8	Roadside	New Ford Rd. (SR 2059) at Tyburn Rd. (SR 2020) S of Fallsington	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Location is about 3 miles to the SE.				Government & Politics	1	
1959	Pennsbury Manor	Bucks	1951	10	8	Roadside	New Ford Rd. (SR 2059) at Tyburn Rd. (SR 2020) S of Fallsington	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Location is about 3 miles to the SE.				Government & Politics 17th Century	2	
1959	Pennsbury Manor	Bucks	1951	10	8	Roadside	New Ford Rd. (SR 2059) at Tyburn Rd. (SR 2020) S of Fallsington	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Location is about 3 miles to the SE.				William Penn	3	
1960	Pennsbury Manor	Bucks	1949	11	11	Roadside	Bordentown Rd. at Main St., Tullytown	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Follow this road for 3.5 miles.		-74.8112	40.1427	Government & Politics	1	(40.1427, -74.8112)
1960	Pennsbury Manor	Bucks	1949	11	11	Roadside	Bordentown Rd. at Main St., Tullytown	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Follow this road for 3.5 miles.		-74.8112	40.1427	Government & Politics 17th Century	2	(40.1427, -74.8112)
1960	Pennsbury Manor	Bucks	1949	11	11	Roadside	Bordentown Rd. at Main St., Tullytown	William Penn's country home in Pennsylvania, built 1683-1700. Here he often resided while in America. Re-created by the State as a historic shrine. Follow this road for 3.5 miles.		-74.8112	40.1427	William Penn	3	(40.1427, -74.8112)
1961	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) near Old Mill Ln., 3.5 miles N of New Hope	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-74.9633	40.3878	Canals	1	(40.3878, -74.9633)
1961	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) near Old Mill Ln., 3.5 miles N of New Hope	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-74.9633	40.3878	Navigation	2	(40.3878, -74.9633)
1961	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) near Old Mill Ln., 3.5 miles N of New Hope	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-74.9633	40.3878	Transportation	3	(40.3878, -74.9633)
1962	Pennsylvania Canal	Bucks	1949	1	7	Roadside	PA 611 at Durham Furnace (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.	Missing			Canals	1	
1962	Pennsylvania Canal	Bucks	1949	1	7	Roadside	PA 611 at Durham Furnace (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.	Missing			Navigation	2	
1962	Pennsylvania Canal	Bucks	1949	1	7	Roadside	PA 611 at Durham Furnace (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.	Missing			Transportation	3	
1963	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) at Old Carversville Rd., Lumberville	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-75.0387	40.4073	Canals	1	(40.4073, -75.0387)
1963	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) at Old Carversville Rd., Lumberville	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-75.0387	40.4073	Navigation	2	(40.4073, -75.0387)
1963	Pennsylvania Canal	Bucks	1949	1	10	Roadside	River Rd. (PA 32) at Old Carversville Rd., Lumberville	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1831-58, and by private owners to 1931. A State Park since 1940.		-75.0387	40.4073	Transportation	3	(40.4073, -75.0387)
1964	Pennsylvania Canal	Bucks	1948	12	14	Roadside	Gen. Washington Way (PA 532) at Gen. Stark Rd. W of Washington Crossing (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1851-58, and by private owners to 1931. A State Park since 1940.	Missing	-74.8766	40.2905	Canals	1	(40.2905, -74.8766)
1964	Pennsylvania Canal	Bucks	1948	12	14	Roadside	Gen. Washington Way (PA 532) at Gen. Stark Rd. W of Washington Crossing (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1851-58, and by private owners to 1931. A State Park since 1940.	Missing	-74.8766	40.2905	Navigation	2	(40.2905, -74.8766)
1964	Pennsylvania Canal	Bucks	1948	12	14	Roadside	Gen. Washington Way (PA 532) at Gen. Stark Rd. W of Washington Crossing (MISSING)	A system of State-built public works to connect Philadelphia, Pittsburgh, Lake Erie. The Delaware Division, Bristol-Easton, begun 1827; operated by the State 1851-58, and by private owners to 1931. A State Park since 1940.	Missing	-74.8766	40.2905	Transportation	3	(40.2905, -74.8766)
1965	Rochambeau Route	Bucks	2007	9	20	Roadside	Bristol Pike (Rt. 13) & Mill Rd., Bensalem	On Sept. 2, 1781, French and American armies under Lt. Gen. Rochambeau and Gen. Washington encamped along the nearby Poquessing Creek on their way to Yorktown, the decisive battle of the American Revolution. The Red Lion Inn, formerly located here, was used by officers as headquarters. The combined force continued through Bensalem Township, along the King's Path, as they made their strategic movement south.		-74.9805	40.0651	American Revolution	1	(40.0651, -74.9805)
1965	Rochambeau Route	Bucks	2007	9	20	Roadside	Bristol Pike (Rt. 13) & Mill Rd., Bensalem	On Sept. 2, 1781, French and American armies under Lt. Gen. Rochambeau and Gen. Washington encamped along the nearby Poquessing Creek on their way to Yorktown, the decisive battle of the American Revolution. The Red Lion Inn, formerly located here, was used by officers as headquarters. The combined force continued through Bensalem Township, along the King's Path, as they made their strategic movement south.		-74.9805	40.0651	George Washington	2	(40.0651, -74.9805)
1965	Rochambeau Route	Bucks	2007	9	20	Roadside	Bristol Pike (Rt. 13) & Mill Rd., Bensalem	On Sept. 2, 1781, French and American armies under Lt. Gen. Rochambeau and Gen. Washington encamped along the nearby Poquessing Creek on their way to Yorktown, the decisive battle of the American Revolution. The Red Lion Inn, formerly located here, was used by officers as headquarters. The combined force continued through Bensalem Township, along the King's Path, as they made their strategic movement south.		-74.9805	40.0651	Military	3	(40.0651, -74.9805)
1965	Rochambeau Route	Bucks	2007	9	20	Roadside	Bristol Pike (Rt. 13) & Mill Rd., Bensalem	On Sept. 2, 1781, French and American armies under Lt. Gen. Rochambeau and Gen. Washington encamped along the nearby Poquessing Creek on their way to Yorktown, the decisive battle of the American Revolution. The Red Lion Inn, formerly located here, was used by officers as headquarters. The combined force continued through Bensalem Township, along the King's Path, as they made their strategic movement south.		-74.9805	40.0651	Transportation	4	(40.0651, -74.9805)
1966	Unitarian Church	Crawford	1957	6	29	City	Main & Chestnut Sts., Meadville 	A fine example of Greek Revival architecture. It was erected in 1835-36 at a cost of $3500, mostly given by Shippen and Huidekoper families. Planned by the builder of Fort Sumter, General George W. Cullum.		-80.1503	41.6375	Religion	1	(41.6375, -80.1503)
1967	Major Andre	Cumberland	1949	12	6	City	S. Hanover St. between South & Pomfret Sts., Carlisle	For a short time in 1776, Major Andre and Lt. Despard, British prisoners of war, were detained in a tavern that stood on this site. Some years later, after an exchange and recapture, Andre was executed as a spy.		-77.1894	40.1992	American Revolution	1	(40.1992, -77.1894)
1967	Major Andre	Cumberland	1949	12	6	City	S. Hanover St. between South & Pomfret Sts., Carlisle	For a short time in 1776, Major Andre and Lt. Despard, British prisoners of war, were detained in a tavern that stood on this site. Some years later, after an exchange and recapture, Andre was executed as a spy.		-77.1894	40.1992	Military	2	(40.1992, -77.1894)
1968	Gen. John Armstrong	Cumberland	1949	11	30	City	NE corner, High & Bedford Sts., Carlisle	Hero of Kittanning, Revolutionary officer, member of Continental Congress, County Judge, lived in a house on this site. Died at Carlisle, 1795. Buried in Old Graveyard, two blocks south.		-77.1865	40.2011	American Revolution	1	(40.2011, -77.1865)
1968	Gen. John Armstrong	Cumberland	1949	11	30	City	NE corner, High & Bedford Sts., Carlisle	Hero of Kittanning, Revolutionary officer, member of Continental Congress, County Judge, lived in a house on this site. Died at Carlisle, 1795. Buried in Old Graveyard, two blocks south.		-77.1865	40.2011	Government & Politics	2	(40.2011, -77.1865)
1968	Gen. John Armstrong	Cumberland	1949	11	30	City	NE corner, High & Bedford Sts., Carlisle	Hero of Kittanning, Revolutionary officer, member of Continental Congress, County Judge, lived in a house on this site. Died at Carlisle, 1795. Buried in Old Graveyard, two blocks south.		-77.1865	40.2011	Military	3	(40.2011, -77.1865)
1969	Big Spring Presbyterian Church	Cumberland	1985	8	18	Roadside	S. Corporation St. at church, Newville	Original log meeting house was erected 1737 near the Big Spring. Church was fully organized, October 1738. Present stone structure was built 1789, and in 1790 the trustees laid out Newville as a town on the church-owned glebe.		-77.3974	40.1727	Religion	1	(40.1727, -77.3974)
1970	1st Drive-In Filling Station	Allegheny	2000	7	11	City	Near intersection of Baum & St. Clair Sts., at Spnning Plate Lofts lot, E Liberty/Friendship (Pittsburgh)	At this site in Dec. 1913, Gulf Refining Co. opened the first drive-in facility designed and built to provide gasoline, oils, & lubricants to the motoring public. Its success led to construction of thousands of gas stations by different oil companies across the nation.		-79.9307	40.4593	Business & Industry	1	(40.4593, -79.9307)
1970	1st Drive-In Filling Station	Allegheny	2000	7	11	City	Near intersection of Baum & St. Clair Sts., at Spnning Plate Lofts lot, E Liberty/Friendship (Pittsburgh)	At this site in Dec. 1913, Gulf Refining Co. opened the first drive-in facility designed and built to provide gasoline, oils, & lubricants to the motoring public. Its success led to construction of thousands of gas stations by different oil companies across the nation.		-79.9307	40.4593	Oil & Gas	2	(40.4593, -79.9307)
1970	1st Drive-In Filling Station	Allegheny	2000	7	11	City	Near intersection of Baum & St. Clair Sts., at Spnning Plate Lofts lot, E Liberty/Friendship (Pittsburgh)	At this site in Dec. 1913, Gulf Refining Co. opened the first drive-in facility designed and built to provide gasoline, oils, & lubricants to the motoring public. Its success led to construction of thousands of gas stations by different oil companies across the nation.		-79.9307	40.4593	Transportation	3	(40.4593, -79.9307)
1971	Braddock Expedition	Cumberland	1961	11	3	Roadside	US 11 (W. King St.), Shippensburg	In 1755 supplies for Braddock's army were stored here in Edward Shippen's strong stone house at the back Run. James Burd, the son-in-law of Shippen, opened a road to carry these supplies to the west. After Braddock's defeat remaining supplies were given to sufferers from Indian attacks.		-77.5266	40.048	French & Indian War	1	(40.048, -77.5266)
1971	Braddock Expedition	Cumberland	1961	11	3	Roadside	US 11 (W. King St.), Shippensburg	In 1755 supplies for Braddock's army were stored here in Edward Shippen's strong stone house at the back Run. James Burd, the son-in-law of Shippen, opened a road to carry these supplies to the west. After Braddock's defeat remaining supplies were given to sufferers from Indian attacks.		-77.5266	40.048	Military	2	(40.048, -77.5266)
1972	Thomas Butler	Cumberland	1949	10	21	City	W. High St. between Pitt & West Sts., Carlisle	On this lot Thomas Butler had his home and gunshop about 1764; the latter still stands to the rear. Butler and five sons, all officers, served in the Revolution. Often referred to as the Fighting Butlers.		-77.1925	40.2025	American Revolution	1	(40.2025, -77.1925)
1972	Thomas Butler	Cumberland	1949	10	21	City	W. High St. between Pitt & West Sts., Carlisle	On this lot Thomas Butler had his home and gunshop about 1764; the latter still stands to the rear. Butler and five sons, all officers, served in the Revolution. Often referred to as the Fighting Butlers.		-77.1925	40.2025	Military	2	(40.2025, -77.1925)
1972	Thomas Butler	Cumberland	1949	10	21	City	W. High St. between Pitt & West Sts., Carlisle	On this lot Thomas Butler had his home and gunshop about 1764; the latter still stands to the rear. Butler and five sons, all officers, served in the Revolution. Often referred to as the Fighting Butlers.		-77.1925	40.2025	Professions & Vocations	3	(40.2025, -77.1925)
1973	Carlisle	Cumberland	1947	7	30	Roadside	PA 34 N of Carlisle, at PA Turnpike overpass	Founded in 1751 as the seat of Cumberland County. Historic old frontier town. Supplied a contingent for the first regiment of the Continental Army in 1775. March against the Whiskey Rebels began here, 1794.		-77.1867	40.2202	Cities & Towns	1	(40.2202, -77.1867)
1974	Carlisle Barracks	Cumberland	1982			Roadside	U.S. 11 opposite War College, NE end Carlisle	Established 1757. Oldest Army Post in U.S. A powder magazine built by Hessian prisoners in 1777 survives. Burned by Confederates on July 1, 1863. Indian School, 1879-1918. Army Medical Field Service School, 1920-1946. Army War College since 1951.		-77.1787	40.2126	American Revolution	1	(40.2126, -77.1787)
1974	Carlisle Barracks	Cumberland	1982			Roadside	U.S. 11 opposite War College, NE end Carlisle	Established 1757. Oldest Army Post in U.S. A powder magazine built by Hessian prisoners in 1777 survives. Burned by Confederates on July 1, 1863. Indian School, 1879-1918. Army Medical Field Service School, 1920-1946. Army War College since 1951.		-77.1787	40.2126	Military	2	(40.2126, -77.1787)
1974	Carlisle Barracks	Cumberland	1982			Roadside	U.S. 11 opposite War College, NE end Carlisle	Established 1757. Oldest Army Post in U.S. A powder magazine built by Hessian prisoners in 1777 survives. Burned by Confederates on July 1, 1863. Indian School, 1879-1918. Army Medical Field Service School, 1920-1946. Army War College since 1951.		-77.1787	40.2126	Native American	3	(40.2126, -77.1787)
1975	Great Shamokin Path	Clinton	1950	1	24	Roadside	Eagle Valley Rd. (PA 150/old US 220) near Beech Creek Ave., Mill Hall Boro	By the Indian path along Bald Eagle Creek, in 1772, Bishop Ettwein, Moravian, brought some 200 Christian Mohicans and Delawares from Friedenshuetten, near Wyalusing, to Friedensstadt on the Beaver.		-77.4994	41.1123	Native American	1	(41.1123, -77.4994)
1975	Great Shamokin Path	Clinton	1950	1	24	Roadside	Eagle Valley Rd. (PA 150/old US 220) near Beech Creek Ave., Mill Hall Boro	By the Indian path along Bald Eagle Creek, in 1772, Bishop Ettwein, Moravian, brought some 200 Christian Mohicans and Delawares from Friedenshuetten, near Wyalusing, to Friedensstadt on the Beaver.		-77.4994	41.1123	Paths & Trails	2	(41.1123, -77.4994)
1975	Great Shamokin Path	Clinton	1950	1	24	Roadside	Eagle Valley Rd. (PA 150/old US 220) near Beech Creek Ave., Mill Hall Boro	By the Indian path along Bald Eagle Creek, in 1772, Bishop Ettwein, Moravian, brought some 200 Christian Mohicans and Delawares from Friedenshuetten, near Wyalusing, to Friedensstadt on the Beaver.		-77.4994	41.1123	Transportation	3	(41.1123, -77.4994)
1976	Daniel H. Hastings	Clinton	1950	10	9	Roadside	Nittany Valley Dr. (PA 64), N of Long Run Rd. (PA 477) NW of Salona	Governor of Pennsylvania, 1895-1899; born, 1849, on a farm 4.5 miles SE of here. During his term, the State Department of Agriculture was created and the present State Capitol planned. Lived most of his life in Bellefonte. Died there in 1903.		-77.4795	41.0908	Agriculture	1	(41.0908, -77.4795)
1976	Daniel H. Hastings	Clinton	1950	10	9	Roadside	Nittany Valley Dr. (PA 64), N of Long Run Rd. (PA 477) NW of Salona	Governor of Pennsylvania, 1895-1899; born, 1849, on a farm 4.5 miles SE of here. During his term, the State Department of Agriculture was created and the present State Capitol planned. Lived most of his life in Bellefonte. Died there in 1903.		-77.4795	41.0908	Government & Politics	2	(41.0908, -77.4795)
1976	Daniel H. Hastings	Clinton	1950	10	9	Roadside	Nittany Valley Dr. (PA 64), N of Long Run Rd. (PA 477) NW of Salona	Governor of Pennsylvania, 1895-1899; born, 1849, on a farm 4.5 miles SE of here. During his term, the State Department of Agriculture was created and the present State Capitol planned. Lived most of his life in Bellefonte. Died there in 1903.		-77.4795	41.0908	Government & Politics 19th Century	3	(41.0908, -77.4795)
1976	Daniel H. Hastings	Clinton	1950	10	9	Roadside	Nittany Valley Dr. (PA 64), N of Long Run Rd. (PA 477) NW of Salona	Governor of Pennsylvania, 1895-1899; born, 1849, on a farm 4.5 miles SE of here. During his term, the State Department of Agriculture was created and the present State Capitol planned. Lived most of his life in Bellefonte. Died there in 1903.		-77.4795	41.0908	Governors	4	(41.0908, -77.4795)
1989	Rev. Steel's Fort	Franklin	1947	6	3	Roadside	Buchanan Trail (PA 16) at Findley Rd., 2.3 miles SE of Mercersburg	The Rev. John Steel, pastor of Upper West Conococheague, was made militia captain; and his church, stockaded in 1755, provided protection from hostile Indians. The site is at Church Hill.		-77.8699	39.8041	Military	2	(39.8041, -77.8699)
